object_name,luminosity,star_color,koi_pdisposition,koi_disposition
Kepler-601 b,1.37270173419505e+26,Orange,CANDIDATE,CONFIRMED
Kepler-602 b,7.181804042945336e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.694578956463671e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-603 b,5.866404224215954e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-603 c,5.866404224215954e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-603 d,5.866404224215954e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.190755598877052e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.178329324787325e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7968622234840235e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.722912807676156e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.7927559882504166e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.634702358040265e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-150 c,2.7513427421157765e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-559 b,3.682304250574611e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.544177116543582e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.9098142816618964e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.41006675064988e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-560 b,3.669421429119747e+24,Red,CANDIDATE,CONFIRMED
Kepler-561 b,3.0628100225938746e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-561 c,3.0628100225938746e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.381693995319394e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-172 c,3.5752357755972937e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-172 d,3.5752357755972937e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-172 e,3.5752357755972937e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-173 c,3.991481866163621e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-173 b,3.991481866163621e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.834863410323328e+27,Yellow-white,CANDIDATE,CANDIDATE
Kepler-462 b,2.2108370144262994e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.4642354115530996e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-604 b,4.5018702740812105e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-184 b,2.7833729461440696e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-184 c,2.7833729461440696e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.672268987721887e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-150 d,2.7513427421157765e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-150 e,2.7513427421157765e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-20 b,2.632144563032467e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-150 b,2.7513427421157765e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-545 b,4.5322678080050714e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0916573506627966e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.919529947058078e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.660607489861671e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-562 b,3.0329389630075686e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-563 b,1.6321525216377588e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.919731447570898e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.94322531213119e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-102 b,1.0916573506627966e+26,Orange,CANDIDATE,CONFIRMED
Kepler-583 b,4.6325968559726785e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-584 b,9.200438913293922e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.2734411222795937e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0228510057521948e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.9324627406278995e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-184 d,2.7833729461440696e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-605 b,2.6455922863208364e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-605 c,2.6455922863208364e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-185 c,1.3666748517558968e+26,Orange,CANDIDATE,CONFIRMED
Kepler-185 b,1.3666748517558968e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.864168013873699e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.92863899126034e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.229498387879103e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-546 b,5.737656821415655e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-151 b,2.0150002874791557e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-151 c,2.0150002874791557e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.6817878819150915e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.7096698835626104e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-564 b,3.4643483588492086e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-163 c,3.351277147741861e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-163 b,3.351277147741861e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-565 b,2.9158203321100474e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.540813569044548e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.279113272001457e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-585 b,2.467966154906135e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-174 b,8.147327624814505e+25,Orange,CANDIDATE,CONFIRMED
Kepler-174 c,8.147327624814505e+25,Orange,CANDIDATE,CONFIRMED
Kepler-174 d,8.147327624814505e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.467988994099292e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.905694276714409e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-462 c,2.2108370144262994e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-186 c,1.3398658447109117e+25,Orange,CANDIDATE,CONFIRMED
Kepler-186 d,1.3398658447109117e+25,Orange,CANDIDATE,CONFIRMED
Kepler-186 b,1.3398658447109117e+25,Orange,CANDIDATE,CONFIRMED
Kepler-186 e,1.3398658447109117e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.470122190284747e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.470122190284747e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.77024162960988e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-20 d,2.632144563032467e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-152 b,1.3482033491194615e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.056555348945104e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-1720 b,2.3417778898397672e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-164 c,4.988271324746742e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-164 d,4.988271324746742e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-164 e,4.988271324746742e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-164 b,4.988271324746742e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.883926736505495e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-175 b,4.669646825403212e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-19 b,2.140696534929779e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-175 c,4.669646825403212e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-176 c,1.4275877175670322e+26,Orange,CANDIDATE,CONFIRMED
Kepler-176 b,1.4275877175670322e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1418756700664313e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-187 c,7.316866696185411e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-187 b,7.316866696185411e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-188 c,4.085871762853519e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-188 b,4.085871762853519e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-189 c,1.4275877175670322e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.648813281094189e+25,Orange,CANDIDATE,CANDIDATE
Kepler-152 c,1.3482033491194615e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.286931925578726e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.83146610578808e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.890189931552003e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-547 b,1.0670123136187338e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.519422258974817e+27,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.2542132864217052e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6372533443972895e+28,White,CANDIDATE,CANDIDATE
Kepler-165 b,1.3628367537361753e+26,Orange,CANDIDATE,CONFIRMED
Kepler-165 c,1.3628367537361753e+26,Orange,CANDIDATE,CONFIRMED
Kepler-566 b,1.0816468992655847e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.6503020146244435e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4469573668210462e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.005145953118427e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.133110620474978e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.953538215627138e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.5246174088602055e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1378825828842856e+26,Orange,CANDIDATE,CANDIDATE
Kepler-223 d,6.1375478043453305e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-625 c,2.8290966892579345e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-626 b,4.543998934597147e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-627 b,1.0861487963323046e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.583963157895702e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6177279274768e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-628 b,8.094950975228178e+26,Yellow,FALSE POSITIVE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.5912367311066495e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.299883019063675e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.0504418021303242e+27,Yellow,CANDIDATE,CANDIDATE
Kepler-644 b,1.4810172086622492e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.140696534929779e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.231872336584868e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.0699371301800344e+27,Yellow,CANDIDATE,CANDIDATE
Kepler-223 c,6.1375478043453305e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-223 e,6.1375478043453305e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-104 d,4.451557060271509e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.1768334723899736e+25,Orange,CANDIDATE,CANDIDATE
Kepler-223 b,6.1375478043453305e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.7968622234840235e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1352676101692834e+26,Orange,CANDIDATE,CANDIDATE
Kepler-629 b,2.041633535117545e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-630 b,4.140550688206619e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.7340313583202544e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1725 b,5.332256701966526e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.1174300869175663e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-645 b,1.9626291477681e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-646 b,1.917070950005208e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-595 c,1.8702972799861003e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.9125789056799935e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-464 b,9.744642531467736e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-647 c,5.232256713599743e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-647 b,5.232256713599743e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-656 b,2.9780658003764346e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.9780658003764346e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.09221246311563e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-656 c,2.9780658003764346e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-224 c,1.0065498007608583e+26,Orange,CANDIDATE,CONFIRMED
Kepler-224 d,1.0065498007608583e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.498599302937992e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-199 b,2.9327440096505002e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-199 c,2.9327440096505002e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-631 b,8.965517861309045e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-632 b,2.0161175815603438e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-213 b,3.793352853884563e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-213 c,3.793352853884563e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.130148410664281e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-214 c,4.87159982533737e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-214 b,4.87159982533737e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-648 b,3.389109586636677e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-224 b,1.0065498007608583e+26,Orange,CANDIDATE,CONFIRMED
Kepler-224 e,1.0065498007608583e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.7513427421157765e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-657 b,3.591496564007555e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-466 b,4.1699927958424326e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.591496564007555e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.347957017597035e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.2612825372112895e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.3798502808250585e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4894324305752348e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.563291546920921e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-649 b,3.0034923192399945e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.8119735252149262e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.125814273464795e+25,Orange,CANDIDATE,CANDIDATE
Kepler-650 b,8.32497124233951e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-103 b,8.465786124280633e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.2323585143705076e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2966857272887335e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-225 c,3.6222255066797894e+25,Orange,CANDIDATE,CONFIRMED
Kepler-225 b,3.6222255066797894e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.4349056666576885e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-29 b,2.8139903285570767e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-633 b,6.583690724198095e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-633 c,6.583690724198095e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.892798937871514e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-634 b,8.938702957495402e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.534262681056155e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.95712193479306e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-215 d,2.455850116908011e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-215 b,2.455850116908011e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-215 c,2.455850116908011e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-215 e,2.455850116908011e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-29 c,2.8139903285570767e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-658 b,1.8518750664419017e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.5575589994394117e+27,Yellow,CANDIDATE,CANDIDATE
Kepler-659 b,9.14825327192968e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.096294034177549e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-635 b,1.1744560284895207e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1990 b,4.327310110583855e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1665 b,6.202536688446142e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.8981171000208316e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-636 b,1.820523246635075e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-62 d,8.899369034648748e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.542498103204441e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-62 b,8.899369034648748e+25,Orange,CANDIDATE,CONFIRMED
Kepler-62 e,8.899369034648748e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.3567492834512487e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-103 c,8.465786124280633e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.603452550947912e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.449876806551303e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-200 b,2.9948236836509912e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-200 c,2.9948236836509912e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-201 b,6.354983699198026e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-201 c,6.354983699198026e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.352908509816639e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1726 b,1.7804000341526276e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.2169061537857392e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4004238686844208e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-33 d,1.1992244265743976e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-33 f,1.1992244265743976e+27,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.223345480901713e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0970241255710974e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-202 b,7.5914179412957845e+25,Orange,CANDIDATE,CONFIRMED
Kepler-1990 c,4.327310110583855e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-202 c,7.5914179412957845e+25,Orange,CANDIDATE,CONFIRMED
Kepler-203 b,4.661390437079714e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-33 e,1.1992244265743976e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-33 c,1.1992244265743976e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-33 b,1.1992244265743976e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-216 c,6.996173148771404e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.2288654163414224e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.994807270040655e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-203 c,4.661390437079714e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-203 d,4.661390437079714e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-637 b,3.199706136555403e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-638 b,5.5529824123292686e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.792471641715554e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-204 b,5.659500722849242e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-216 b,6.996173148771404e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-651 b,1.9606972722637228e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-217 b,1.4230517712918034e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-217 c,1.4230517712918034e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.738302752320531e+25,Orange,CANDIDATE,CANDIDATE
Kepler-217 d,1.4230517712918034e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.9912187482879696e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.993614720168035e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-621 b,2.5758461559353376e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.5758461559353376e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.9990671831654703e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9297153153225663e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-204 c,5.659500722849242e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-639 b,7.132102930260048e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-205 b,3.041769690407144e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.382458078491478e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1710 b,2.8403952787791804e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-205 c,3.041769690407144e+25,Orange,CANDIDATE,CONFIRMED
Kepler-218 c,3.44533871485134e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-218 b,3.44533871485134e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-218 d,3.44533871485134e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.8568791731089085e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.5283227044981007e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1732705751148243e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.546952878944258e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.77240974548261e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-622 b,3.4568629579950024e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.696750133123797e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.8974834428189895e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-89 b,8.917778737120344e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-206 c,4.966507366049511e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-206 b,4.966507366049511e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.338650515450024e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-206 d,4.966507366049511e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-207 d,1.0228836513696003e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-207 b,1.0228836513696003e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-465 b,8.156082301040196e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-652 b,2.079479708744487e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.916245197701211e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.473496068915657e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.9266042989918624e+26,Yellow-white,CANDIDATE,CANDIDATE
Kepler-653 b,5.864825486549376e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-196 b,1.4183834282365077e+26,Orange,CANDIDATE,CONFIRMED
