object_name,luminosity,star_color,koi_pdisposition,koi_disposition
OBJECT NAME WASN'T RECORDED,1.5307317400552526e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.682033232348681e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.145700090660602e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.27513174140693e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.733805214341369e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.697879098204958e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.0580262337566755e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,7.413723829252623e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.434232782157761e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.639476757831354e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4992006656614632e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.9145631998151225e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.149704082303108e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-445 d,1.5093863535223982e+24,Red,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,9.421835706400664e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.002877748584714e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.776006040936537e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.2089591980922375e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.7411804989815804e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.423598215866585e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.149845104122218e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.014249891960355e+27,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1298031014326163e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.348758203894391e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.348758203894391e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.8318553291529586e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.5972743555462844e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2879251332301683e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.242039730268794e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.120522295844124e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.079571086205083e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.395726329456767e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6262362234095256e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.622221149602386e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.11111380911083e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1640687358304705e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.2554633953134384e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.540813569044548e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.6326221406929944e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.85553167394216e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.07393965104983e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4902191246449308e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.057370274015897e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1446368867970222e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.089682759402558e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.239571606307244e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.691968867335963e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.425713537978984e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.471945447968325e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.725546219317043e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.0943165195082108e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0960797446822557e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.901803309881836e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.745551662371587e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.837592777461407e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.876248793623497e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.553668048825366e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.6287376612404726e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.063036262809027e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0333964976608406e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.007475382869145e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.284688809413876e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5506658882875176e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5275763745307633e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.995359180764876e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4335451767495257e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-452 b,2.1276335781489067e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.319695954544599e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.724421836005721e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.7089569298316205e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.23624047572373e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.494146502023792e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.214108250976865e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.2158928390206184e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.835846446599853e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.134303900971082e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.687582356504955e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2950681316178692e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.707866159835468e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.267159831687806e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.667031271570645e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.2944468409515405e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.943423393080854e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2713992284227213e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.181641718355911e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4858947189432395e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6832956746190348e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1413719341014453e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.5018702740812105e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.383437506720319e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1498581326567749e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.73874235204009e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.574854898645714e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.240594128242884e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.535518908160928e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.91519578043983e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.9404186579607286e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.182951353924456e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.3591873362992022e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.735039790479041e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.2565374062779697e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.042210828343843e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0239250882440922e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.372732463266885e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2061266835290692e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.595974119573113e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.510400601687506e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.890189931552003e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.133663136131909e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.7872362488251964e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.613220122359579e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1172695267897266e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.048470521689534e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4142918760115803e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9283609232897187e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.894096697758425e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.501139523575752e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.948578867287498e+24,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.7639169039117644e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2056174800593999e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.328524852147217e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.618451549732264e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6557290485008486e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6843509467025765e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.499249085736939e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.322516097882374e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,9.098351019868351e+24,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.273608893253806e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.349854847540119e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1629 b,2.9297153153225663e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.753085906133435e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.687341083537994e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.666044924717237e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8216435607617356e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.316338631510299e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.802323830135546e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.236409790093221e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.8107279099283387e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.869441412958557e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.471945447968325e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0494334099630672e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6532842163541027e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.352908509816639e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.445786968694239e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5728355697097426e+28,White,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.59233924843819e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.473496068915657e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8585136408190043e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9566212311165204e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.94408048655383e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0367704424460697e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.943113724033277e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.576385532834432e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.391386609388991e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.021028686183719e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.357953731566605e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6919269131571516e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.355071269221346e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.675330887341135e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.185049099073126e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.193708037271225e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.5633241007712e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.828646548714021e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.0974792111621924e+25,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.4106062702996047e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.346258101121842e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3832347928550798e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.145178004468911e+28,White,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.986335149933584e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.856234023140427e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.772840324865693e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5167597488989458e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.9125789056799935e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.330375458318191e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4649165729702824e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.368370589952404e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.090121778767629e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0651786527196222e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.574858665149838e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.210216912346405e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9082496161864724e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.836784738049663e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.5847101325590367e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3954330839940747e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.4952946697369582e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.658742712502605e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.915151089826254e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.909195620019287e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1545867915424959e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.8173176839185285e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.1660136917291908e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.2285791015165124e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.6638878213999477e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6943513085470965e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.390654406169637e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.263839419673452e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1170022700976292e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1042597188594817e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1855927229947534e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7691779161006647e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.589456548471286e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.880396727793117e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3410045563482032e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5002986677361417e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.838152481293781e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.804385043142267e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,6.441202144704243e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7324794345232352e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3653337070848522e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.171652646601676e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.050616967622287e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.269141525122126e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2758246982705918e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.1800073358985926e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.967991075252013e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.841529567953226e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2123177028578228e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4486562600171575e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1975 b,6.759965490457803e+25,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.537742428376169e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.2221908769824286e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.54421556025438e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.684148120220085e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.633622296528191e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2664608543737183e+28,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.021710974464532e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9848481781563142e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8790082292094074e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.551143260649558e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.0356249592459764e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.314020908083696e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.392259221753842e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1550064082397882e+28,Orange,CANDIDATE,CANDIDATE
